ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,19/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Fognini F.,2,16,12260,1930,6,3,6,0,6,2,,,,,3,0,Completed,1.01,26,1.01,13,1.02,17,1.01,34,1.02,15,1.02,38.25,1.02,18.31
6,Melbourne,Australian Open,19/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Anderson K.,7,21,4180,1580,6,2,6,2,6,3,,,,,3,0,Completed,1.1,7,1.1,6.5,1.1,7,1.11,8.47,1.13,6.5,1.13,8.47,1.11,6.68
6,Melbourne,Australian Open,19/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Robredo T.,8,18,3890,1810,6,3,7,6,7,6,,,,,3,0,Completed,1.33,3.4,1.35,3.1,1.36,3.25,1.37,3.45,1.33,3.4,1.42,3.55,1.35,3.14
6,Melbourne,Australian Open,20/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,Bautista R.,22,62,1460,750,6,3,3,6,6,2,6,4,,,3,1,Completed,1.53,2.5,1.52,2.45,1.57,2.38,1.65,2.43,1.57,2.38,1.65,2.6,1.56,2.4
6,Melbourne,Australian Open,20/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Nishikori K.,1,17,13130,1915,7,6,7,5,7,6,,,,,3,0,Completed,1.02,17,1.02,12,1.03,12,1.05,14.8,1.03,13,1.05,19.85,1.03,12.42
6,Melbourne,Australian Open,20/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Robert S.,4,119,5560,479,6,1,6,2,6,7,6,2,,,3,1,Completed,1.01,26,1.01,13,1.02,17,1.02,27.78,1.02,15,1.02,33.25,1.01,18.27
6,Melbourne,Australian Open,20/01/14,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Tsonga J.W.,6,10,4355,3065,6,3,7,5,6,4,,,,,3,0,Completed,1.57,2.37,1.58,2.35,1.57,2.38,1.64,2.45,1.67,2.25,1.67,2.5,1.59,2.34
6,Melbourne,Australian Open,21/01/14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Ferrer D.,7,3,4180,5640,6,1,6,4,2,6,6,4,,,3,1,Completed,1.57,2.37,1.6,2.3,1.62,2.25,1.59,2.56,1.62,2.38,1.69,2.56,1.61,2.32
6,Melbourne,Australian Open,21/01/14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Djokovic N.,8,2,3890,12260,2,6,6,4,6,2,3,6,9,7,3,2,Completed,9,1.07,7.5,1.08,7,1.1,9.95,1.09,7.5,1.1,9.95,1.12,7.54,1.09
6,Melbourne,Australian Open,22/01/14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Dimitrov G.,1,22,13130,1460,3,6,7,6,7,6,6,2,,,3,1,Completed,1.1,7,1.09,7,1.08,8,1.12,7.54,1.07,9,1.14,9,1.1,7.05
6,Melbourne,Australian Open,22/01/14,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Murray A.,6,4,4355,5560,6,3,6,4,6,7,6,3,,,3,1,Completed,1.66,2.2,1.7,2.1,1.8,2,1.72,2.28,1.8,2.05,1.83,2.3,1.71,2.15
6,Melbourne,Australian Open,23/01/14,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Berdych T.,8,7,3890,4180,6,3,6,7,7,6,7,6,,,3,1,Completed,1.66,2.2,1.7,2.1,1.67,2.2,1.81,2.16,1.73,2.2,1.81,2.3,1.7,2.16
6,Melbourne,Australian Open,24/01/14,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Federer R.,1,6,13130,4355,7,6,6,3,6,3,,,,,3,0,Completed,1.57,2.37,1.6,2.3,1.62,2.25,1.65,2.43,1.62,2.38,1.7,2.45,1.62,2.32
6,Melbourne,Australian Open,26/01/14,Grand Slam,Outdoor,Hard,The Final,5,Wawrinka S.,Nadal R.,8,1,3890,13130,6,3,6,2,3,6,6,3,,,3,1,Completed,5.5,1.14,5.25,1.15,5.5,1.14,5.96,1.18,5.5,1.17,5.96,1.25,5.19,1.17
