ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
37,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,5,Dodig I.,Sijsling I.,49,64,888,747,6,0,6,1,1,0,,,,,2,0,Retired,1.8,2,1.85,1.92,1.91,1.91,1.91,2.02,1.9,1.9,1.97,2.05,1.83,1.94
37,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,5,Del Potro J.M.,Zemlja G.,8,55,3960,816,7,5,7,6,6,0,,,,,3,0,Completed,1.07,9,1.07,8,1.07,8.5,1.09,9.6,1.08,8,1.13,9.6,1.08,7.86
37,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,5,Haas T.,Lopez F.,13,32,2425,1245,4,6,6,2,7,5,6,4,,,3,1,Completed,1.5,2.62,1.45,2.7,1.5,2.62,1.5,2.82,1.44,2.88,1.53,2.88,1.48,2.65
37,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrer D.,Dolgopolov O.,4,24,7220,1500,6,7,7,6,2,6,6,1,6,2,3,2,Completed,1.4,2.87,1.42,2.8,1.44,2.75,1.47,2.97,1.36,3.2,1.49,3.4,1.42,2.86
37,London,Wimbledon,29/06/13,Grand Slam,Outdoor,Grass,3rd Round,3,Djokovic N.,Chardy J.,1,25,11830,1441,6,3,6,2,6,2,,,,,3,0,Completed,1.02,19,1.03,9.5,1.02,15,1.03,19,1.03,13,1.05,24.5,1.02,15.1
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Janowicz J.,Melzer J.,22,37,1549,1085,3,6,7,6,6,4,4,6,6,4,3,2,Completed,1.25,4,1.23,4,1.25,4,1.28,4.15,1.25,4,1.32,4.65,1.25,3.97
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Kubot L.,Mannarino A.,130,111,440,511,4,6,6,3,3,6,6,3,6,4,3,2,Completed,1.61,2.3,1.6,2.3,1.67,2.2,1.72,2.27,1.62,2.38,1.73,2.46,1.63,2.26
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Ferrer D.,Dodig I.,4,49,7220,888,6,7,7,6,6,1,6,1,,,3,1,Completed,1.33,3.4,1.35,3.15,1.33,3.4,1.37,3.43,1.33,3.5,1.4,3.95,1.33,3.31
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Verdasco F.,De Schepper K.,54,80,825,627,6,4,6,4,6,4,,,,,3,0,Completed,1.18,4.5,1.16,5,1.2,4.5,1.25,4.5,1.2,4.8,1.25,5.1,1.2,4.46
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Del Potro J.M.,Seppi A.,8,28,3960,1380,6,4,7,6,6,3,,,,,3,0,Completed,1.28,3.75,1.27,3.65,1.29,3.5,1.28,4.14,1.29,3.75,1.32,4.4,1.27,3.75
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Murray A.,Youzhny M.,2,26,8560,1415,6,4,7,6,6,1,,,,,3,0,Completed,1.05,11,1.06,7.5,1.04,11,1.08,11,1.05,11,1.09,12.55,1.06,9.67
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Tomic B.,6,59,4515,780,7,6,6,7,6,4,6,4,,,3,1,Completed,1.4,3,1.4,2.9,1.44,2.75,1.4,3.25,1.44,2.88,1.45,3.5,1.39,2.99
37,London,Wimbledon,01/07/13,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Haas T.,1,13,11830,2425,6,1,6,4,7,6,,,,,3,0,Completed,1.1,7,1.1,6.5,1.1,7,1.14,7.05,1.1,7.5,1.15,7.5,1.11,6.49
37,London,Wimbledon,03/07/13,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Berdych T.,1,6,11830,4515,7,6,6,4,6,3,,,,,3,0,Completed,1.1,7,1.12,6,1.12,6,1.13,7.94,,,1.15,7.94,1.12,6.41
37,London,Wimbledon,03/07/13,Grand Slam,Outdoor,Grass,Quarterfinals,5,Del Potro J.M.,Ferrer D.,8,4,3960,7220,6,2,6,4,7,6,,,,,3,0,Completed,2.1,1.72,2.12,1.7,2.25,1.62,2.15,1.8,2.25,1.67,2.36,1.8,2.13,1.71
37,London,Wimbledon,03/07/13,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,Verdasco F.,2,54,8560,825,4,6,3,6,6,1,6,4,7,5,3,2,Completed,1.07,9,1.08,7.5,1.08,8,1.09,9.6,1.08,8,1.1,10.5,1.08,8.39
37,London,Wimbledon,03/07/13,Grand Slam,Outdoor,Grass,Quarterfinals,5,Janowicz J.,Kubot L.,22,130,1549,440,7,5,6,4,6,4,,,,,3,0,Completed,1.18,4.5,1.2,4.4,1.22,4.33,1.24,4.64,1.2,4.8,1.26,5,1.22,4.33
37,London,Wimbledon,05/07/13,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Del Potro J.M.,1,8,11830,3960,7,5,4,6,7,6,6,7,6,3,3,2,Completed,1.16,5,1.12,6,1.14,5.5,1.16,6.6,1.14,6,1.2,6.6,1.14,5.62
37,London,Wimbledon,05/07/13,Grand Slam,Outdoor,Grass,Semifinals,5,Murray A.,Janowicz J.,2,22,8560,1549,6,7,6,4,6,4,6,3,,,3,1,Completed,1.16,5,1.18,4.75,1.25,4,1.22,5.21,1.22,4.5,1.26,5.7,1.2,4.67
37,London,Wimbledon,07/07/13,Grand Slam,Outdoor,Grass,The Final,5,Murray A.,Djokovic N.,2,1,8560,11830,6,4,7,5,6,4,,,,,3,0,Completed,2.5,1.57,2.3,1.6,2.38,1.57,2.49,1.63,2.38,1.62,2.64,1.67,2.4,1.58
